"ID","Name","Disorder class","Type"
"56172","ANKH","Grey","Gene"
"56244","BTNL2","Immunological","Gene"
"56246","MRAP","Endocrine","Gene"
"56262","LRRC8A","Hematological","Gene"
"56652","PEO1","Ophthamological","Gene"
"56729","RETN","Grey","Gene"
"56922","MCCC1","Metabolic","Gene"
"57096","RPGRIP1","Ophthamological","Gene"
"57152","SLURP1","Dermatological","Gene"
"57165","GJA12","Neurological","Gene"
"57167","SALL4","multiple","Gene"
"57190","SEPN1","Muscular","Gene"
"57192","MCOLN1","Metabolic","Gene"
"57214","KIAA1199","Ear,Nose,Throat","Gene"
"57338","JPH3","Neurological","Gene"
"57379","AICDA","Immunological","Gene"
"57502","NLGN4X","Grey","Gene"
"57591","MKL1","Cancer","Gene"
"57679","ALS2","Neurological","Gene"
"57697","FANCM","multiple","Gene"
"57716","PRX","multiple","Gene"
"57817","HAMP","Metabolic","Gene"
"59344","ALOXE3","Dermatological","Gene"
"60386","SLC25A19","Neurological","Gene"
"60506","NYX","Ophthamological","Gene"
"60528","ELAC2","Cancer","Gene"
"60529","ALX4","Skeletal","Gene"
"63869","PSORS6","Dermatological","Gene"
"64072","CDH23","Grey","Gene"
"64087","MCCC2","Metabolic","Gene"
"64127","CARD15","Grey","Gene"
"64221","ROBO3","Neurological","Gene"
"64240","ABCG5","Metabolic","Gene"
"64241","ABCG8","Metabolic","Gene"
"64324","NSD1","Grey","Gene"
"64327","LMBR1","Skeletal","Gene"
"64342","HS1BP3","Neurological","Gene"
"64421","DCLRE1C","Immunological","Gene"
"64699","TMPRSS3","Ear,Nose,Throat","Gene"
"64805","P2RY12","Hematological","Gene"
"65018","PINK1","Neurological","Gene"
"65078","RTN4R","Psychiatric","Gene"
"65125","WNK1","Endocrine","Gene"
"65217","PCDH15","Grey","Gene"
"65266","WNK4","Endocrine","Gene"
"78987","CRELD1","Cardiovascular","Gene"
"79001","VKORC1","Hematological","Gene"
"79053","ALG8","Metabolic","Gene"
"79058","ASPSCR1","Cancer","Gene"
"79083","MLPH","Dermatological","Gene"
"79087","ALG12","Metabolic","Gene"
"79147","FKRP","Muscular","Gene"
"79158","GNPTAB","Metabolic","Gene"
"79577","CDC73","Grey","Gene"
"79628","SH3TC2","Neurological","Gene"
"79648","MCPH1","Neurological","Gene"
"79751","SLC25A22","Neurological","Gene"
"79784","MYH14","Ear,Nose,Throat","Gene"
"79796","ALG9","Metabolic","Gene"
"79803","HPS6","multiple","Gene"
"79944","L2HGDH","Metabolic","Gene"
"79977","GRHL2","Ear,Nose,Throat","Gene"
"80025","PANK2","Grey","Gene"
"80144","FRAS1","multiple","Gene"
"80207","OPA3","Grey","Gene"
"80270","HSD3B7","Gastrointestinal","Gene"
"80324","PUS1","multiple","Gene"
"80704","SLC19A3","Neurological","Gene"
"80781","COL18A1","multiple","Gene"
"81693","AMN","Hematological","Gene"
"81794","ADAMTS10","Connective_tissue_disorder","Gene"
"81846","SBF2","Neurological","Gene"
"83605","CCM2","Neurological","Gene"
"83715","ESPN","Ear,Nose,Throat","Gene"
"83844","USP26","Renal","Gene"
"83872","HMCN1","Ophthamological","Gene"
"83990","BRIP1","Grey","Gene"
"84059","MASS1","Grey","Gene"
"84062","DTNBP1","multiple","Gene"
"84100","ARL6","multiple","Gene"
"84295","PHF6","multiple","Gene"
"84343","HPS3","multiple","Gene"
"84441","MAML2","Cancer","Gene"
"84572","GNPTG","Metabolic","Gene"
"84634","GPR54","Endocrine","Gene"
"84916","CIRH1A","Gastrointestinal","Gene"
"84930","MASTL","Hematological","Gene"
"85300","ATCAY","Neurological","Gene"
"85358","SHANK3","multiple","Gene"
"85365","ALG2","Metabolic","Gene"
"85366","MYLK2","Cardiovascular","Gene"
"85476","GFM1","multiple","Gene"
"89781","HPS4","multiple","Gene"
"89884","LHX4","Skeletal","Gene"
"90411","MCFD2","Hematological","Gene"
"91647","ATPAF2","multiple","Gene"
"91949","COG7","Metabolic","Gene"
"93986","FOXP2","Neurological","Gene"
"114327","EFHC1","Neurological","Gene"
"114548","CIAS1","Grey","Gene"
"114902","C1QTNF5","Ophthamological","Gene"
"115761","ARL11","Cancer","Gene"
"116085","SLC22A12","Renal","Gene"
"116519","APOA5","Metabolic","Gene"
"117156","SCGB3A2","Respiratory","Gene"
"117531","TMC1","Ear,Nose,Throat","Gene"
"118429","ANTXR2","Grey","Gene"
"120227","CYP2R1","Bone","Gene"
"120329","CASP12P1","Immunological","Gene"
"120892","LRRK2","Neurological","Gene"
"121278","TPH2","Psychiatric","Gene"
"122042","LGR8","Renal","Gene"
"123016","TTC8","multiple","Gene"
"123606","NIPA1","Neurological","Gene"
"124590","USH1G","multiple","Gene"
"127534","GJB4","Dermatological","Gene"
"128178","EDARADD","Dermatological","Gene"
"129880","BBS5","multiple","Gene"
"132884","EVC2","Skeletal","Gene"
"136647","C7orf11","Dermatological","Gene"
"140803","TRPM6","Renal","Gene"
"145226","RDH12","Ophthamological","Gene"
"145873","MESP2","Skeletal","Gene"
"146059","CDAN1","Hematological","Gene"
"146183","OTOA","Ear,Nose,Throat","Gene"
"147138","EVER2","Dermatological","Gene"
"147409","DSG4","Dermatological","Gene"
"148738","HFE2","Metabolic","Gene"
"149998","LIPI","Metabolic","Gene"
"157570","ESCO2","Developmental","Gene"
"157680","VPS13B","multiple","Gene"
"161497","STRC","Ear,Nose,Throat","Gene"
"161582","DYX1C1","Psychiatric","Gene"
"162417","NAGS","Metabolic","Gene"
"166785","MMAA","Metabolic","Gene"
"170302","ARX","Grey","Gene"
"200576","PIP5K3","Ophthamological","Gene"
"201163","FLCN","Grey","Gene"
"201294","UNC13D","Hematological","Gene"
"203859","TMEM16E","Bone","Gene"
"219736","STOX1","Cardiovascular","Gene"
"255738","PCSK9","Metabolic","Gene"
"256297","PTF1A","Endocrine","Gene"
"257054","MGC25181","Metabolic","Gene"
"259236","TMIE","Ear,Nose,Throat","Gene"
"259266","ASPM","Neurological","Gene"
"261734","NPHP4","Renal","Gene"
"283120","H19","multiple","Gene"
"285362","SUMF1","Metabolic","Gene"
"285440","CYP4V2","Ophthamological","Gene"
"319100","TAAR6","Psychiatric","Gene"
"326625","MMAB","Metabolic","Gene"
"338435","SCA25","Neurological","Gene"
"338917","CHX10","Ophthamological","Gene"
"340024","SLC6A19","Metabolic","Gene"
"341640","FREM2","multiple","Gene"
"342880","R9AP","Ophthamological","Gene"
"347344","ZNF81","Neurological","Gene"
"348938","ICHTHYIN","Dermatological","Gene"
"374291","NDUFS7","Neurological","Gene"
"375298","CERKL","Ophthamological","Gene"
"375611","SLC26A5","Ear,Nose,Throat","Gene"
"378465","HSN2","Neurological","Gene"
"378884","NHLRC1","Neurological","Gene"
"387082","SUMO4","Endocrine","Gene"
"387129","GPR154","Respiratory","Gene"
"387281","LCRB","Hematological","Gene"
"404672","GTF2H5","Dermatological","Gene"
"493818","MYMY3","Neurological","Gene"
